Stay    ;BodyType ;AircraftType ;Towable ;Arr_OwnerCie ;Arr_ExploitingCie ;Arr_Number ;Arr_Date   ;Arr_Hour ;Arr_CourrierCode ;Arr_Stop ;Dep_OwnerCie ;Dep_ExploitingCie ;Dep_Number ;Dep_Date   ;Dep_Hour ;Dep_CourrierCode ;Dep_Stop
2310759;3N       ;E70          ;0;A5           ;AF                ;1417;23/06/2016;09:00;MC               ;GOA      ;A5           ;AF                ;7752;23/06/2016;09:40;MC               ;CFE
2310760;3N       ;E70          ;0;A5           ;AF                ;1325;23/06/2016;12:20;MC               ;BRE      ;A5           ;AF                ;7754;23/06/2016;13:05;MC               ;CFE
2310761;3N       ;E90          ;0;A5           ;AF                ;1203;23/06/2016;20:15;MC               ;TRN      ;A5           ;AF                ;7758;23/06/2016;20:55;MC               ;CFE
2310762;MP       ;318;0;AF           ;AF                ;7727;23/06/2016;15:40;MC               ;NTE      ;AF           ;AF                ;7738;23/06/2016;16:30;MC               ;BES
2310763;3N       ;E70          ;0;A5           ;AF                ;1265;23/06/2016;16:45;MC               ;BLL      ;A5           ;AF                ;7756;23/06/2016;17:20;MC               ;CFE
2310764;MP       ;318;0;AF           ;AF                ;1495;23/06/2016;20:45;MC               ;BUD      ;AF           ;AF                ;7732;23/06/2016;21:35;MC               ;BES
2310765;MP       ;320;0;AF           ;AF                ;7683;23/06/2016;16:20;MC               ;MPL      ;AF           ;AF                ;7730;23/06/2016;17:05;MC               ;NTE
2310766;MP       ;318;0;AF           ;AF                ;1579;23/06/2016;09:05;MC               ;NAP      ;AF           ;AF                ;7736;23/06/2016;10:20;MC               ;BES
2310767;3N       ;E70          ;0;A5           ;AF                ;1439;23/06/2016;08:35;MC               ;HAJ      ;A5           ;AF                ;7676;23/06/2016;09:35;MC               ;RNS
2310768;3N       ;E70          ;0;A5           ;AF                ;7679;23/06/2016;12:15;MC               ;RNS      ;A5           ;AF                ;7678;23/06/2016;13:00;MC               ;RNS
2310769;MP       ;320;0;AF           ;AF                ;7641;23/06/2016;11:45;MC               ;LYS      ;AF           ;AF                ;7680;23/06/2016;12:45;MC               ;MPL
2310770;MP       ;319;0;AF           ;AF                ;7667;23/06/2016;17:35;MC               ;MRS      ;AF           ;AF                ;7668;23/06/2016;18:25;MC               ;MRS
2310771;MP       ;320;0;AF           ;AF                ;7671;23/06/2016;20:50;MC               ;MRS      ;AF           ;AF                ;7670;23/06/2016;21:40;MC               ;MRS
2310772;MP       ;320;0;AF           ;AF                ;7673;23/06/2016;08:40;MC               ;MRS      ;AF           ;AF                ;7702;23/06/2016;09:40;MC               ;NCE
2310773;MP       ;318;1;AF           ;AF                ;7685;22/06/2016;22:10;MC               ;MPL      ;AF           ;AF                ;7700;23/06/2016;07:15;MC               ;NCE
2310774;MP       ;318;0;AF           ;AF                ;1567;23/06/2016;17:35;MC               ;FLR      ;AF           ;AF                ;7708;23/06/2016;18:25;MC               ;NCE
2310775;MP       ;320;0;AF           ;AF                ;7703;23/06/2016;14:40;MC               ;NCE      ;AF           ;AF                ;7706;23/06/2016;15:40;MC               ;NCE
2310776;MP       ;319;0;AF           ;AF                ;1833;23/06/2016;20:10;MC               ;ATH      ;AF           ;AF                ;7684;23/06/2016;21:10;MC               ;MPL
2310777;MP       ;318;0;AF           ;AF                ;7737;23/06/2016;07:50;MC               ;BES      ;AF           ;AF                ;7688;23/06/2016;08:45;MC               ;MPL
2310778;MP       ;318;0;AF           ;AF                ;1601;23/06/2016;17:40;MC               ;MAD      ;AF           ;AF                ;7686;23/06/2016;18:35;MC               ;MPL
2310779;GP       ;777;0;AF           ;AF                ;139;23/06/2016;17:00;LC               ;WUH      ;AF           ;AF                ;76;23/06/2016;19:10;LC               ;PPT
2310780;GP       ;350;1;AF           ;AF                ;185;23/06/2016;05:55;LC               ;HKG      ;AF           ;AF                ;66;23/06/2016;10:30;LC               ;LAX
2310781;GP       ;777;1;AF           ;AF                ;643;23/06/2016;06:15;LC               ;DXB      ;AF           ;AF                ;72;23/06/2016;13:40;LC               ;LAX
2310782;GP       ;777;0;AF           ;AF                ;99;23/06/2016;11:20;LC               ;MIA      ;AF           ;AF                ;90;23/06/2016;14:10;LC               ;MIA
2310783;GP       ;777;1;AF           ;AF                ;291;23/06/2016;16:35;LC               ;KIX      ;AF           ;AF                ;102;23/06/2016;23:20;LC               ;CAN
2310784;GP       ;777;0;AF           ;AF                ;129;23/06/2016;14:00;LC               ;PEK      ;AF           ;AF                ;80;23/06/2016;16:35;LC               ;SFO
2310785;GP       ;350;1;AF           ;AF                ;995;23/06/2016;05:40;LC               ;JNB      ;AF           ;AF                ;84;23/06/2016;10:55;LC               ;SFO
2310786;GP       ;777;1;AF           ;AF                ;639;23/06/2016;08:35;LC               ;IAH      ;AF           ;AF                ;10;23/06/2016;17:00;LC               ;JFK
2310787;GP       ;777;1;AF           ;AF                ;9;23/06/2016;12:40;LC               ;JFK      ;AF           ;AF                ;8;23/06/2016;19:10;LC               ;JFK
2310788;GP       ;350;0;AF           ;AF                ;65;23/06/2016;11:10;LC               ;LAX      ;AF           ;AF                ;6;23/06/2016;14:05;LC               ;JFK
2310789;GP       ;350;1;AF           ;AF                ;7;23/06/2016;08:35;LC               ;JFK      ;AF           ;AF                ;54;23/06/2016;13:45;LC               ;IAD
2310790;GP       ;330;0;AF           ;AF                ;727;23/06/2016;05:40;LC               ;CKY      ;AF           ;AF                ;22;23/06/2016;08:20;LC               ;JFK
2310791;GP       ;777;0;AF           ;AF                ;69;23/06/2016;14:15;LC               ;LAX      ;AF           ;AF                ;26;23/06/2016;17:00;LC               ;IAD
2310792;GP       ;350;0;AF           ;AF                ;55;23/06/2016;08:25;LC               ;IAD      ;AF           ;AF                ;178;23/06/2016;11:20;LC               ;MEX
2310793;GP       ;340;1;AF           ;AF                ;377;20/06/2016;11:30;LC               ;DTW      ;AF           ;AF                ;146;23/06/2016;11:20;LC               ;LOS
2310794;GP       ;330;0;AF           ;AF                ;217;23/06/2016;08:20;LC               ;BOM      ;AF           ;AF                ;218;23/06/2016;11:05;LC               ;BOM
2310795;GP       ;350;1;AF           ;AF                ;83;23/06/2016;11:35;LC               ;SFO      ;AF           ;AF                ;188;23/06/2016;23:30;LC               ;HKG
2310796;GP       ;330;1;AF           ;AF                ;225;23/06/2016;06:15;LC               ;DEL      ;AF           ;AF                ;192;23/06/2016;10:40;LC               ;BLR
2310797;GP       ;777;0;AF           ;AF                ;393;23/06/2016;11:00;LC               ;MVD      ;AF           ;AF                ;112;23/06/2016;14:00;LC               ;PVG
2310798;GP       ;777;0;AF           ;AF                ;561;23/06/2016;14:15;LC               ;BEY      ;AF           ;AF                ;132;23/06/2016;16:35;LC               ;WUH
2310799;GP       ;330;1;AF           ;AF                ;321;23/06/2016;11:35;LC               ;BOS      ;AF           ;AF                ;144;23/06/2016;16:15;LC               ;ORD
2310800;GP       ;350;1;AF           ;AF                ;183;23/06/2016;14:20;LC               ;MEX      ;AF           ;AF                ;116;23/06/2016;23:25;LC               ;PVG
2310801;GP       ;777;1;AF           ;AF                ;443;23/06/2016;08:00;LC               ;GIG      ;AF           ;AF                ;128;23/06/2016;14:00;LC               ;PEK
2310802;GP       ;777;0;AF           ;AF                ;351;23/06/2016;08:05;LC               ;YYZ      ;AF           ;AF                ;934;23/06/2016;11:35;LC               ;TNR
2310803;GP       ;340;0;AF           ;AF                ;755;23/06/2016;12:40;LC               ;IKA      ;AF           ;AF                ;914;23/06/2016;16:10;LC               ;ABJ
2310804;GP       ;777;1;AF           ;AF                ;77;23/06/2016;17:05;LC               ;PPT      ;AF           ;AF                ;926;23/06/2016;22:05;LC               ;FIH
2310805;GP       ;777;0;AF           ;AF                ;459;23/06/2016;11:20;LC               ;GRU      ;AF           ;AF                ;804;23/06/2016;14:30;LC               ;COO
2310806;GP       ;330;0;AF           ;AF                ;373;23/06/2016;06:40;LC               ;BKO      ;AF           ;AF                ;888;23/06/2016;10:35;LC               ;FIH
2310807;GP       ;330;1;AF           ;AF                ;833;23/06/2016;06:00;LC               ;PNR      ;AF           ;AF                ;830;23/06/2016;11:00;LC               ;PNR
2310808;MP       ;319;1;AF           ;AF                ;1891;22/06/2016;21:25;MC               ;IST      ;AF           ;AF                ;1044;23/06/2016;09:35;MC               ;SVO
2310809;MP       ;319;0;AF           ;AF                ;1151;23/06/2016;14:30;MC               ;CPH      ;AF           ;AF                ;1046;23/06/2016;15:55;MC               ;WAW
2310810;MP       ;320;0;AF           ;AF                ;1083;23/06/2016;17:25;MC               ;PRG      ;AF           ;AF                ;1042;23/06/2016;18:30;MC               ;GVA
2310811;MP       ;319;0;AF           ;AF                ;7629;23/06/2016;16:35;MC               ;BOD      ;AF           ;AF                ;1050;23/06/2016;17:40;MC               ;CPH
2310812;MP       ;318;0;AF           ;AF                ;1443;23/06/2016;16:00;MC               ;GVA      ;AF           ;AF                ;1048;23/06/2016;16:55;MC               ;BCN
2310813;3N       ;E90          ;0;A5           ;AF                ;1577;23/06/2016;20:15;MC               ;BIO      ;A5           ;AF                ;1018;23/06/2016;21:00;MC               ;FRA
2310814;MP       ;321;0;AF           ;AF                ;1535;23/06/2016;17:20;MC               ;TXL      ;AF           ;AF                ;1022;23/06/2016;18:15;MC               ;MUC
2310816;MP       ;320;0;AF           ;AF                ;1341;23/06/2016;11:55;MC               ;AMS      ;AF           ;AF                ;1012;23/06/2016;13:25;MC               ;LIN
2310817;MP       ;321;0;AF           ;AF                ;1295;23/06/2016;18:05;MC               ;BUD      ;AF           ;AF                ;1032;23/06/2016;19:00;MC               ;ATH
2310818;MP       ;319;0;AF           ;AF                ;1351;23/06/2016;08:50;MC               ;CPH      ;AF           ;AF                ;1024;23/06/2016;09:40;MC               ;LIS
2310819;MP       ;318;0;AF           ;AF                ;1605;23/06/2016;20:35;MC               ;FCO      ;AF           ;AF                ;1028;23/06/2016;21:25;MC               ;BLQ
2310820;MP       ;321;0;AF           ;AF                ;1069;23/06/2016;16:55;MC               ;MAN      ;AF           ;AF                ;1080;23/06/2016;18:15;MC               ;LHR
2310821;MP       ;320;0;AF           ;AF                ;1139;23/06/2016;12:10;MC               ;VIE      ;AF           ;AF                ;1082;23/06/2016;13:10;MC               ;PRG
2310822;MP       ;318;0;AF           ;AF                ;7645;23/06/2016;16:25;MC               ;LYS      ;AF           ;AF                ;1100;23/06/2016;17:15;MC               ;MAD
2310823;MP       ;319;1;AF           ;AF                ;1755;22/06/2016;22:15;MC               ;ALG      ;AF           ;AF                ;1084;23/06/2016;07:15;MC               ;TUN
2310824;3N       ;E70          ;0;A5           ;AF                ;7757;23/06/2016;20:00;MC               ;CFE      ;A5           ;AF                ;1092;23/06/2016;20:45;MC               ;BSL
2310825;MP       ;319;0;AF           ;AF                ;1591;23/06/2016;18:10;MC               ;IST      ;AF           ;AF                ;1088;23/06/2016;19:10;MC               ;OTP
2310826;MP       ;318;1;AF           ;AF                ;1561;22/06/2016;17:45;MC               ;ZAG      ;AF           ;AF                ;1056;23/06/2016;07:30;MC               ;GLA
2310828;MP       ;320;0;AF           ;AF                ;1321;23/06/2016;12:05;MC               ;TLV      ;AF           ;AF                ;1060;23/06/2016;13:20;MC               ;EVN
2310829;MP       ;318;1;AF           ;AF                ;1767;22/06/2016;22:05;MC               ;FLR      ;AF           ;AF                ;1066;23/06/2016;07:20;MC               ;FLR
2310830;MP       ;321;0;AF           ;AF                ;1505;23/06/2016;15:00;MC               ;FCO      ;AF           ;AF                ;1062;23/06/2016;16:00;MC               ;ARN
2310831;MP       ;321;0;AF           ;AF                ;1681;23/06/2016;12:05;MC               ;LHR      ;AF           ;AF                ;1068;23/06/2016;13:05;MC               ;MAN
2310832;MP       ;320;0;AF           ;AF                ;1497;23/06/2016;11:45;MC               ;CMN      ;AF           ;AF                ;1064;23/06/2016;12:35;MC               ;BHX
2310833;GP       ;777;0;AF           ;AF                ;379;23/06/2016;08:35;LC               ;YVR      ;AF           ;AF                ;958;23/06/2016;11:20;LC               ;SSG
2310834;GP       ;777;0;AF           ;AF                ;943;23/06/2016;14:00;LC               ;HAV      ;AF           ;AF                ;946;23/06/2016;16:35;LC               ;HAV
2310835;MP       ;319;1;AF           ;AF                ;7633;22/06/2016;22:20;MC               ;BOD      ;AF           ;AF                ;1000;23/06/2016;07:15;MC               ;MAD
2310836;GP       ;777;0;AF           ;AF                ;977;23/06/2016;06:50;LC               ;LBV      ;AF           ;AF                ;976;23/06/2016;10:40;LC               ;LBV
2310837;3N       ;E90          ;0;A5           ;AF                ;7535;23/06/2016;16:10;MC               ;PUF      ;A5           ;AF                ;1006;23/06/2016;18:30;MC               ;DUS
2310838;3N       ;E70          ;0;A5           ;AF                ;1725;23/06/2016;07:55;MC               ;BRE      ;A5           ;AF                ;1010;23/06/2016;08:35;MC               ;NUE
2310839;MP       ;321;0;AF           ;AF                ;1625;23/06/2016;19:20;MC               ;LIS      ;AF           ;AF                ;1004;23/06/2016;20:35;MC               ;FCO
2310840;GP       ;777;1;AF           ;AF                ;293;23/06/2016;04:30;LC               ;HND      ;AF           ;AF                ;990;23/06/2016;23:25;LC               ;JNB
2310841;MP       ;320;0;AF           ;AF                ;1427;23/06/2016;14:40;MC               ;VCE      ;AF           ;AF                ;1194;23/06/2016;16:15;MC               ;LIS
2310842;3N       ;E70          ;0;A5           ;AF                ;1311;23/06/2016;08:15;MC               ;NUE      ;A5           ;AF                ;1192;23/06/2016;09:05;MC               ;BSL
2310843;3N       ;E90          ;0;A5           ;AF                ;1507;23/06/2016;16:05;MC               ;DUS      ;A5           ;AF                ;1202;23/06/2016;16:45;MC               ;TRN
2310844;MP       ;320;0;AF           ;AF                ;1581;23/06/2016;14:30;MC               ;LHR      ;AF           ;AF                ;1196;23/06/2016;15:20;MC               ;CMN
2310845;MP       ;319;0;AF           ;AF                ;1259;23/06/2016;17:50;MC               ;RBA      ;AF           ;AF                ;1180;23/06/2016;19:05;MC               ;LHR
2310846;MP       ;319;0;AF           ;AF                ;1327;23/06/2016;08:45;MC               ;VCE      ;AF           ;AF                ;1178;23/06/2016;09:40;MC               ;NAP
2310848;3N       ;E70          ;0;A5           ;AF                ;7753;23/06/2016;12:20;MC               ;CFE      ;A5           ;AF                ;1186;23/06/2016;13:00;MC               ;LJU
2310849;MP       ;319;1;AF           ;AF                ;1565;22/06/2016;22:05;MC               ;BHX      ;AF           ;AF                ;1164;23/06/2016;08:00;MC               ;BHX
2310850;MP       ;320;0;AF           ;AF                ;1889;23/06/2016;17:20;MC               ;OTP      ;AF           ;AF                ;1168;23/06/2016;18:20;MC               ;MAN
2310851;MP       ;319;1;AF           ;AF                ;1047;22/06/2016;21:30;MC               ;WAW      ;AF           ;AF                ;1232;23/06/2016;07:15;MC               ;ATH
2310852;MP       ;321;1;AF           ;AF                ;7527;22/06/2016;22:15;MC               ;TLS      ;AF           ;AF                ;1240;23/06/2016;07:20;MC               ;AMS
2310853;MP       ;320;0;AF           ;AF                ;1511;23/06/2016;19:55;MC               ;HAM      ;AF           ;AF                ;1242;23/06/2016;20:45;MC               ;GVA
2310854;MP       ;318;0;AF           ;AF                ;1615;23/06/2016;16:35;MC               ;ZRH      ;AF           ;AF                ;1238;23/06/2016;17:25;MC               ;VIE
2310855;3N       ;E90          ;0;A5           ;AF                ;1275;23/06/2016;09:05;MC               ;OSL      ;A5           ;AF                ;1218;23/06/2016;12:35;MC               ;FRA
2310856;MP       ;319;1;AF           ;AF                ;1527;22/06/2016;22:20;MC               ;VCE      ;AF           ;AF                ;1212;23/06/2016;07:20;MC               ;LIN
2310857;MP       ;321;1;AF           ;AF                ;1023;22/06/2016;22:20;MC               ;MUC      ;AF           ;AF                ;1204;23/06/2016;07:15;MC               ;FCO
2310858;3N       ;E70          ;0;A5           ;AF                ;1011;23/06/2016;12:00;MC               ;NUE      ;A5           ;AF                ;1210;23/06/2016;12:40;MC               ;NUE
2310859;MP       ;318;1;AF           ;AF                ;1101;22/06/2016;22:20;MC               ;MAD      ;AF           ;AF                ;1228;23/06/2016;07:30;MC               ;BLQ
2310860;MP       ;320;1;AF           ;AF                ;7627;23/06/2016;13:25;MC               ;BOD      ;AF           ;AF                ;1226;23/06/2016;15:40;MC               ;VCE
2310861;MP       ;318;0;AF           ;AF                ;7733;23/06/2016;19:45;MC               ;BES      ;AF           ;AF                ;1122;23/06/2016;21:00;MC               ;MUC
2310862;MP       ;318;1;AF           ;AF                ;1315;22/06/2016;22:15;MC               ;ZRH      ;AF           ;AF                ;1126;23/06/2016;07:25;MC               ;VCE
2310863;MP       ;320;0;AF           ;AF                ;1141;23/06/2016;20:00;MC               ;AMS      ;AF           ;AF                ;1124;23/06/2016;20:50;MC               ;LIS
2310864;3N       ;E90          ;0;A5           ;AF                ;1487;23/06/2016;19:40;MC               ;EDI      ;A5           ;AF                ;1106;23/06/2016;20:30;MC               ;DUS
2310865;MP       ;318;1;AF           ;AF                ;1249;22/06/2016;22:20;MC               ;BCN      ;AF           ;AF                ;1114;23/06/2016;07:35;MC               ;ZRH
2310867;3N       ;E90          ;0;A5           ;AF                ;1219;23/06/2016;16:00;MC               ;FRA      ;A5           ;AF                ;1118;23/06/2016;16:40;MC               ;FRA
2310869;MP       ;320;0;AF           ;AF                ;1065;23/06/2016;16:00;MC               ;BHX      ;AF           ;AF                ;1120;23/06/2016;17:30;MC               ;TLV
2310870;MP       ;318;0;AF           ;AF                ;1843;23/06/2016;13:15;MC               ;GVA      ;AF           ;AF                ;1142;23/06/2016;15:00;MC               ;GVA
2310871;MP       ;319;0;AF           ;AF                ;1045;23/06/2016;18:05;MC               ;SVO      ;AF           ;AF                ;1144;23/06/2016;19:30;MC               ;SVO
2310872;MP       ;320;0;AF           ;AF                ;1263;23/06/2016;15:50;MC               ;ARN      ;AF           ;AF                ;1140;23/06/2016;16:45;MC               ;AMS
2310873;MP       ;319;0;AF           ;AF                ;1695;23/06/2016;08:55;MC               ;BUD      ;AF           ;AF                ;1150;23/06/2016;09:50;MC               ;CPH
2310874;MP       ;319;0;AF           ;AF                ;1285;23/06/2016;16:10;MC               ;TUN      ;AF           ;AF                ;1152;23/06/2016;17:05;MC               ;LED
2310875;MP       ;318;0;AF           ;AF                ;1029;23/06/2016;08:45;MC               ;BLQ      ;AF           ;AF                ;1146;23/06/2016;09:40;MC               ;WAW
2310876;MP       ;321;1;AF           ;AF                ;1441;22/06/2016;21:45;MC               ;AMS      ;AF           ;AF                ;1148;23/06/2016;07:40;MC               ;BCN
2310877;MP       ;320;0;AF           ;AF                ;1305;23/06/2016;19:55;MC               ;FCO      ;AF           ;AF                ;1134;23/06/2016;20:50;MC               ;TXL
2310878;MP       ;320;1;AF           ;AF                ;1043;22/06/2016;21:40;MC               ;GVA      ;AF           ;AF                ;1138;23/06/2016;07:15;MC               ;VIE
2310879;MP       ;320;0;AF           ;AF                ;1735;23/06/2016;14:30;MC               ;TXL      ;AF           ;AF                ;1342;23/06/2016;16:00;MC               ;GVA
2310880;MP       ;321;0;AF           ;AF                ;1033;23/06/2016;09:00;MC               ;ATH      ;AF           ;AF                ;1348;23/06/2016;10:05;MC               ;BCN
2310881;MP       ;319;0;AF           ;AF                ;1549;23/06/2016;19:55;MC               ;BCN      ;AF           ;AF                ;1350;23/06/2016;21:00;MC               ;CPH
2310882;MP       ;320;0;AF           ;AF                ;7669;23/06/2016;11:05;MC               ;MRS      ;AF           ;AF                ;1346;23/06/2016;12:35;MC               ;WAW
2310883;MP       ;320;0;AF           ;AF                ;1227;23/06/2016;19:55;MC               ;VCE      ;AF           ;AF                ;1326;23/06/2016;21:00;MC               ;VCE
2310884;MP       ;318;0;AF           ;AF                ;1723;23/06/2016;14:15;MC               ;MUC      ;AF           ;AF                ;1328;23/06/2016;15:25;MC               ;BLQ
2310885;3N       ;E70          ;0;A5           ;AF                ;7533;23/06/2016;08:00;MC               ;PUF      ;A5           ;AF                ;1324;23/06/2016;08:50;MC               ;BRE
2310886;3N       ;E70          ;0;A5           ;AF                ;7677;23/06/2016;07:50;MC               ;RNS      ;A5           ;AF                ;1338;23/06/2016;08:30;MC               ;HAJ
2310887;MP       ;320;1;AF           ;AF                ;1583;22/06/2016;22:20;MC               ;PRG      ;AF           ;AF                ;1340;23/06/2016;07:50;MC               ;AMS
2310888;3N       ;E70          ;0;A5           ;AF                ;1211;23/06/2016;16:05;MC               ;NUE      ;A5           ;AF                ;1392;23/06/2016;16:45;MC               ;BSL
2310889;MP       ;319;0;AF           ;AF                ;1465;23/06/2016;17:35;MC               ;LED      ;AF           ;AF                ;1390;23/06/2016;18:50;MC               ;IST
2310890;MP       ;320;1;AF           ;AF                ;1195;22/06/2016;22:05;MC               ;LIS      ;AF           ;AF                ;1394;23/06/2016;07:15;MC               ;BUD
2310891;MP       ;318;0;AF           ;AF                ;1147;23/06/2016;15:10;MC               ;WAW      ;AF           ;AF                ;1404;23/06/2016;16:05;MC               ;FCO
2310892;MP       ;321;0;AF           ;AF                ;1823;23/06/2016;20:00;MC               ;MUC      ;AF           ;AF                ;1400;23/06/2016;20:50;MC               ;MAD
2310893;3N       ;E70          ;0;A5           ;AF                ;1273;23/06/2016;14:40;MC               ;ABZ      ;A5           ;AF                ;1372;23/06/2016;15:25;MC               ;ABZ
2310894;3N       ;E90          ;0;A5           ;AF                ;1477;23/06/2016;12:25;MC               ;BIO      ;A5           ;AF                ;1374;23/06/2016;13:45;MC               ;OSL
2310895;MP       ;319;0;AF           ;AF                ;1589;23/06/2016;20:00;MC               ;OTP      ;AF           ;AF                ;1354;23/06/2016;21:10;MC               ;ALG
2310896;MP       ;319;0;AF           ;AF                ;1597;23/06/2016;19:40;MC               ;CMN      ;AF           ;AF                ;1358;23/06/2016;20:45;MC               ;RBA
2310897;MP       ;318;0;AF           ;AF                ;1267;23/06/2016;08:55;MC               ;FLR      ;AF           ;AF                ;1366;23/06/2016;10:05;MC               ;FLR
2310898;MP       ;320;0;AF           ;AF                ;1185;23/06/2016;19:40;MC               ;TUN      ;AF           ;AF                ;1380;23/06/2016;20:30;MC               ;LHR
2310899;MP       ;321;1;AF           ;AF                ;1063;22/06/2016;22:05;MC               ;ARN      ;AF           ;AF                ;1382;23/06/2016;07:25;MC               ;PRG
2310900;3N       ;E90          ;0;A5           ;AF                ;1407;23/06/2016;18:55;MC               ;DUS      ;A5           ;AF                ;1376;23/06/2016;21:00;MC               ;BIO
2310901;3N       ;E70          ;0;A5           ;AF                ;1473;23/06/2016;09:00;MC               ;ABZ      ;A5           ;AF                ;1272;23/06/2016;10:00;MC               ;ABZ
2310902;3N       ;E90          ;0;A5           ;AF                ;1319;23/06/2016;18:35;MC               ;FRA      ;A5           ;AF                ;1274;23/06/2016;19:15;MC               ;OSL
2310903;3N       ;E70          ;0;A5           ;AF                ;1193;23/06/2016;11:55;MC               ;BSL      ;A5           ;AF                ;1264;23/06/2016;12:35;MC               ;BLL
2310904;MP       ;318;0;AF           ;AF                ;1667;23/06/2016;19:55;MC               ;FLR      ;AF           ;AF                ;1266;23/06/2016;20:50;MC               ;FLR
2310905;MP       ;321;0;AF           ;AF                ;1383;23/06/2016;11:45;MC               ;PRG      ;AF           ;AF                ;1294;23/06/2016;12:40;MC               ;BUD
2310906;MP       ;319;0;AF           ;AF                ;1897;23/06/2016;14:20;MC               ;CMN      ;AF           ;AF                ;1280;23/06/2016;16:10;MC               ;LHR
2310907;MP       ;319;0;AF           ;AF                ;1845;23/06/2016;09:20;MC               ;SVO      ;AF           ;AF                ;1284;23/06/2016;10:15;MC               ;TUN
2310908;3N       ;E70          ;0;A5           ;AF                ;1339;23/06/2016;12:10;MC               ;HAJ      ;A5           ;AF                ;1292;23/06/2016;12:55;MC               ;BSL
2310909;MP       ;320;0;AF           ;AF                ;1347;23/06/2016;18:10;MC               ;WAW      ;AF           ;AF                ;1246;23/06/2016;19:20;MC               ;WAW
2310910;MP       ;319;0;AF           ;AF                ;1785;23/06/2016;10:20;MC               ;TUN      ;AF           ;AF                ;1258;23/06/2016;11:10;MC               ;RBA
2310911;MP       ;320;0;AF           ;AF                ;1247;23/06/2016;09:00;MC               ;WAW      ;AF           ;AF                ;1300;23/06/2016;09:55;MC               ;MAD
2310912;MP       ;318;0;AF           ;AF                ;1829;23/06/2016;17:05;MC               ;BLQ      ;AF           ;AF                ;1248;23/06/2016;17:55;MC               ;BCN
2310913;MP       ;320;0;AF           ;AF                ;1243;23/06/2016;08:35;MC               ;GVA      ;AF           ;AF                ;1262;23/06/2016;09:50;MC               ;ARN
2310914;MP       ;318;0;AF           ;AF                ;1143;23/06/2016;18:10;MC               ;GVA      ;AF           ;AF                ;1314;23/06/2016;19:00;MC               ;ZRH
2310915;MP       ;320;0;AF           ;AF                ;1533;23/06/2016;17:20;MC               ;ATH      ;AF           ;AF                ;1312;23/06/2016;18:20;MC               ;LIN
2310916;MP       ;320;0;AF           ;AF                ;1621;23/06/2016;21:40;MC               ;TLV      ;AF           ;AF                ;1320;23/06/2016;23:30;MC               ;TLV
2310917;3N       ;E70          ;0;A5           ;AF                ;1525;23/06/2016;19:55;MC               ;BRE      ;A5           ;AF                ;1310;23/06/2016;20:35;MC               ;NUE
2310918;3N       ;E70          ;0;A5           ;AF                ;1517;23/06/2016;14:25;MC               ;GOA      ;A5           ;AF                ;1316;23/06/2016;15:35;MC               ;GOA
2310919;3N       ;E90          ;0;A5           ;AF                ;1619;23/06/2016;13:35;MC               ;FRA      ;A5           ;AF                ;1318;23/06/2016;15:10;MC               ;FRA
2310920;MP       ;320;0;AF           ;AF                ;1395;23/06/2016;12:30;MC               ;BUD      ;AF           ;AF                ;1304;23/06/2016;14:15;MC               ;FCO
2310921;3N       ;E90          ;0;A5           ;AF                ;1007;22/06/2016;21:50;MC               ;DUS      ;A5           ;AF                ;1306;23/06/2016;07:15;MC               ;DUS
2310922;3N       ;E90          ;0;A5           ;AF                ;1719;23/06/2016;22:05;MC               ;FRA      ;A5           ;AF                ;1518;24/06/2016;07:30;MC               ;FRA
2310935;MP       ;319;1;AF           ;AF                ;1565;23/06/2016;22:05;MC               ;BHX      ;AF           ;AF                ;1554;24/06/2016;07:20;MC               ;ALG
2310941;MP       ;318;1;AF           ;AF                ;1405;23/06/2016;21:20;MC               ;FCO      ;AF           ;AF                ;1542;24/06/2016;07:15;MC               ;GVA
2310946;MP       ;318;1;AF           ;AF                ;7715;23/06/2016;22:15;MC               ;NCE      ;AF           ;AF                ;1434;24/06/2016;07:35;MC               ;TXL
2310953;MP       ;318;1;AF           ;AF                ;1239;23/06/2016;22:15;MC               ;VIE      ;AF           ;AF                ;1422;24/06/2016;07:20;MC               ;MUC
2310968;MP       ;318;1;AF           ;AF                ;1249;23/06/2016;22:20;MC               ;BCN      ;AF           ;AF                ;1750;24/06/2016;07:15;MC               ;CPH
2311005;MP       ;319;1;AF           ;AF                ;1755;23/06/2016;22:15;MC               ;ALG      ;AF           ;AF                ;1668;24/06/2016;07:20;MC               ;MAN
2311006;MP       ;321;1;AF           ;AF                ;1181;23/06/2016;22:20;MC               ;LHR      ;AF           ;AF                ;1680;24/06/2016;07:30;MC               ;LHR
2311013;MP       ;320;1;AF           ;AF                ;1197;23/06/2016;22:20;MC               ;CMN      ;AF           ;AF                ;1620;24/06/2016;10:25;MC               ;TLV
2311028;MP       ;319;1;AF           ;AF                ;1745;23/06/2016;21:40;MC               ;SVO      ;AF           ;AF                ;1896;24/06/2016;07:15;MC               ;CMN
2311030;MP       ;320;1;AF           ;AF                ;1169;23/06/2016;22:10;MC               ;MAN      ;AF           ;AF                ;1888;24/06/2016;10:25;MC               ;OTP
2311031;MP       ;319;1;AF           ;AF                ;1527;23/06/2016;22:20;MC               ;VCE      ;AF           ;AF                ;7516;24/06/2016;07:20;MC               ;TLS
