Stay;BodyType;AircraftType;NbTowings;Arr_Number;Arr_Date;Arr_Hour;Arr_CourrierCode;Dep_Number;Dep_Date;Dep_Hour;Dep_CourrierCode
2309974;MP;319;0;1653;21/06/2016;09:15;MC;1590;21/06/2016;10:00;MC
2309975;MP;319;0;1355;21/06/2016;10:55;MC;1596;21/06/2016;12:35;MC
2309976;MP;319;0;1359;21/06/2016;11:45;MC;1588;21/06/2016;13:15;MC
2309977;MP;318;0;7739;21/06/2016;14:30;MC;1604;21/06/2016;15:25;MC
2309978;MP;318;0;7705;21/06/2016;11:05;MC;1600;21/06/2016;12:35;MC
2309979;MP;320;2;1169;20/06/2016;22:10;MC;1668;21/06/2016;07:20;MC
2309980;MP;321;2;1181;20/06/2016;22:20;MC;1680;21/06/2016;07:30;MC
2309981;3N;E90;0;1887;21/06/2016;09:30;MC;1686;21/06/2016;10:10;MC
2309982;MP;319;0;1789;21/06/2016;19:00;MC;1652;21/06/2016;19:45;MC
2309983;MP;318;0;1367;21/06/2016;14:35;MC;1666;21/06/2016;15:30;MC
2309984;MP;318;0;1067;21/06/2016;11:50;MC;1710;21/06/2016;12:45;MC
2309986;MP;319;0;7637;21/06/2016;19:45;MC;1694;21/06/2016;20:45;MC
2309987;MP;320;2;487;21/06/2016;05:30;LC;1620;21/06/2016;10:50;MC
2309988;MP;321;0;7725;21/06/2016;12:30;MC;1622;21/06/2016;13:25;MC
2309989;3N;E70;0;7655;21/06/2016;12:30;MC;1638;21/06/2016;13:15;MC
2309990;MP;321;0;1241;21/06/2016;10:45;MC;1640;21/06/2016;11:40;MC
2309991;MP;321;0;7621;21/06/2016;07:40;MC;1642;21/06/2016;08:30;MC
2309992;MP;321;0;1643;21/06/2016;11:40;MC;1648;21/06/2016;12:35;MC
2309993;MP;320;0;1013;21/06/2016;17:20;MC;1582;21/06/2016;18:15;MC
2309994;MP;321;0;1149;21/06/2016;12:10;MC;1624;21/06/2016;13:20;MC
2309995;MP;319;0;1411;21/06/2016;12:30;MC;1850;21/06/2016;13:20;MC
2309996;MP;319;1;1085;21/06/2016;13:15;MC;1844;21/06/2016;16:00;MC
2309997;MP;319;0;1391;21/06/2016;08:55;MC;1854;21/06/2016;09:45;MC
2309999;MP;318;0;1123;21/06/2016;08:55;MC;1842;21/06/2016;10:00;MC
2310000;MP;321;0;1349;21/06/2016;14:40;MC;1834;21/06/2016;15:35;MC
2310001;MP;319;1;1153;21/06/2016;08:45;MC;1890;21/06/2016;12:35;MC
2310002;MP;319;2;1745;20/06/2016;21:40;MC;1896;21/06/2016;07:15;MC
2310003;3N;E90;0;1119;21/06/2016;20:00;MC;1886;21/06/2016;20:45;MC
2310004;MP;320;2;1121;21/06/2016;05:00;MC;1888;21/06/2016;10:25;MC
2310005;MP;319;2;1051;20/06/2016;22:15;MC;7516;21/06/2016;07:20;MC
2310006;MP;320;0;7521;21/06/2016;12:05;MC;7528;21/06/2016;13:00;MC
2310007;3N;E90;0;1519;21/06/2016;11:55;MC;7534;21/06/2016;12:35;MC
2310008;3N;E90;0;7751;21/06/2016;08:00;MC;7536;21/06/2016;08:40;MC
2310009;3N;E70;0;1639;21/06/2016;17:40;MC;7532;21/06/2016;20:00;MC
2310010;MP;321;0;7529;21/06/2016;08:40;MC;7518;21/06/2016;09:35;MC
2310011;MP;321;0;7523;21/06/2016;14:40;MC;7522;21/06/2016;15:40;MC
2310012;MP;321;0;1623;21/06/2016;17:45;MC;7524;21/06/2016;18:40;MC
2310013;MP;321;0;7525;21/06/2016;19:50;MC;7526;21/06/2016;21:00;MC
2310014;GP;777;0;475;21/06/2016;14:15;LC;338;21/06/2016;16:35;LC
2310015;GP;330;2;145;21/06/2016;11:30;LC;322;21/06/2016;19:10;LC
2310016;GP;777;2;719;21/06/2016;06:05;LC;264;21/06/2016;13:30;LC
2310017;GP;777;2;345;21/06/2016;05:40;LC;258;21/06/2016;14:00;LC
2310018;GP;777;2;901;21/06/2016;06:00;LC;256;21/06/2016;21:00;LC
2310019;GP;777;2;293;21/06/2016;04:30;LC;276;21/06/2016;13:55;LC
2310020;GP;777;2;9;21/06/2016;12:40;LC;274;21/06/2016;23:30;LC
2310021;GP;340;2;339;21/06/2016;06:00;LC;378;21/06/2016;13:30;LC
2310022;GP;340;0;373;21/06/2016;06:40;LC;368;21/06/2016;10:35;LC
2310023;GP;777;0;565;21/06/2016;19:45;LC;382;21/06/2016;23:25;LC
2310024;GP;777;0;379;21/06/2016;08:35;LC;342;21/06/2016;11:35;LC
2310025;GP;777;0;401;21/06/2016;11:15;LC;344;21/06/2016;14:15;LC
2310026;GP;777;2;333;21/06/2016;09:10;LC;356;21/06/2016;13:55;LC
2310027;GP;777;2;349;21/06/2016;11:35;LC;348;21/06/2016;19:10;LC
2310028;GP;777;2;85;21/06/2016;16:45;LC;442;21/06/2016;23:35;LC
2310029;GP;777;2;275;21/06/2016;16:25;LC;454;21/06/2016;23:30;LC
2310030;MP;320;0;1555;21/06/2016;13:15;MC;452;21/06/2016;14:45;LC
2310031;GP;777;2;643;21/06/2016;06:15;LC;456;21/06/2016;10:30;LC
2310032;GP;777;2;69;21/06/2016;14:15;LC;394;21/06/2016;23:20;LC
2310033;GP;340;0;385;21/06/2016;08:00;LC;422;21/06/2016;11:20;LC
2310034;GP;777;2;267;21/06/2016;14:10;LC;406;21/06/2016;23:30;LC
2310035;GP;330;2;727;21/06/2016;05:40;LC;514;21/06/2016;11:00;LC
2310036;GP;330;2;889;21/06/2016;06:20;LC;508;21/06/2016;13:30;LC
2310037;GP;330;2;367;21/06/2016;06:10;LC;558;21/06/2016;16:25;LC
2310038;GP;777;2;107;21/06/2016;05:55;LC;520;21/06/2016;13:30;LC
2310039;GP;777;2;165;21/06/2016;17:00;LC;460;21/06/2016;23:35;LC
2310040;GP;777;0;741;21/06/2016;11:10;LC;480;21/06/2016;14:00;LC
2310041;GP;777;0;995;21/06/2016;05:40;LC;566;21/06/2016;09:10;LC
2310042;GP;777;2;459;21/06/2016;11:20;LC;562;21/06/2016;16:30;LC
2310043;GP;777;0;129;21/06/2016;14:00;LC;718;21/06/2016;16:25;LC
2310044;GP;777;2;381;21/06/2016;05:55;LC;702;21/06/2016;13:55;LC
2310045;GP;340;0;673;21/06/2016;11:05;LC;694;21/06/2016;13:40;LC
2310046;GP;330;0;503;21/06/2016;11:25;LC;770;21/06/2016;13:40;LC
2310047;GP;777;0;977;21/06/2016;06:50;LC;636;21/06/2016;10:40;LC
2310048;GP;777;0;443;21/06/2016;08:00;LC;682;21/06/2016;10:55;LC
2310049;GP;777;2;347;21/06/2016;08:25;LC;688;21/06/2016;13:50;LC
2310050;GP;777;0;11;21/06/2016;11:10;LC;662;21/06/2016;13:55;LC
2310051;MP;318;0;1513;21/06/2016;09:10;MC;7652;21/06/2016;10:05;MC
2310052;3N;E70;0;1093;21/06/2016;08:10;MC;7654;21/06/2016;08:50;MC
2310053;MP;318;0;1127;21/06/2016;11:50;MC;7644;21/06/2016;12:45;MC
2310054;MP;318;0;1741;21/06/2016;15:55;MC;7646;21/06/2016;16:50;MC
2310055;MP;321;0;1739;21/06/2016;18:10;MC;7648;21/06/2016;19:10;MC
2310056;MP;321;0;7663;21/06/2016;12:00;MC;7664;21/06/2016;12:55;MC
2310057;MP;321;0;7665;21/06/2016;14:40;MC;7666;21/06/2016;15:35;MC
2310058;MP;320;2;1313;20/06/2016;22:10;MC;7660;21/06/2016;07:20;MC
2310059;MP;320;0;7673;21/06/2016;08:40;MC;7662;21/06/2016;09:35;MC
2310060;MP;319;0;1851;21/06/2016;18:00;MC;7626;21/06/2016;19:00;MC
2310061;MP;319;0;1001;21/06/2016;12:15;MC;7624;21/06/2016;13:10;MC
2310062;3N;E70;0;1325;21/06/2016;12:20;MC;7582;21/06/2016;13:35;MC
2310063;MP;320;0;1463;21/06/2016;09:10;MC;7622;21/06/2016;10:00;MC
2310064;MP;321;0;7651;21/06/2016;07:50;MC;7620;21/06/2016;08:45;MC
2310065;MP;320;0;7721;21/06/2016;07:25;MC;7640;21/06/2016;08:40;MC
2310066;3N;E70;0;1373;21/06/2016;20:00;MC;7638;21/06/2016;20:45;MC
2310067;MP;321;0;1801;21/06/2016;20:30;MC;7630;21/06/2016;21:25;MC
2310068;MP;319;0;1025;21/06/2016;15:25;MC;7634;21/06/2016;16:15;MC
2310069;MP;318;0;1115;21/06/2016;11:45;MC;7724;21/06/2016;12:40;MC
2310070;MP;321;0;1449;21/06/2016;08:40;MC;7720;21/06/2016;09:35;MC
2310071;MP;320;0;7731;21/06/2016;20:00;MC;7728;21/06/2016;21:10;MC
2310072;MP;320;0;7709;21/06/2016;19:55;MC;7712;21/06/2016;21:00;MC
2310073;MP;321;0;7701;21/06/2016;12:00;MC;7714;21/06/2016;12:55;MC
2310074;3N;E70;0;1417;21/06/2016;09:00;MC;7752;21/06/2016;09:40;MC
2310075;3N;E90;0;1203;21/06/2016;20:15;MC;7758;21/06/2016;20:55;MC
2310076;MP;318;0;7727;21/06/2016;15:40;MC;7738;21/06/2016;16:30;MC
2310077;3N;E70;0;1265;21/06/2016;16:45;MC;7756;21/06/2016;17:20;MC
2310078;MP;318;0;1495;21/06/2016;20:45;MC;7732;21/06/2016;21:35;MC
2310079;MP;320;0;7683;21/06/2016;16:20;MC;7730;21/06/2016;17:05;MC
2310080;MP;318;0;1579;21/06/2016;09:05;MC;7736;21/06/2016;10:20;MC
2310081;3N;E70;0;1439;21/06/2016;08:35;MC;7676;21/06/2016;09:35;MC
2310082;MP;320;0;1341;21/06/2016;11:55;MC;7680;21/06/2016;12:45;MC
2310083;3N;E70;0;7679;21/06/2016;12:15;MC;7678;21/06/2016;13:00;MC
2310084;MP;319;0;7667;21/06/2016;17:35;MC;7668;21/06/2016;18:25;MC
2310085;MP;320;0;7671;21/06/2016;20:50;MC;7670;21/06/2016;21:40;MC
2310086;MP;320;0;7711;21/06/2016;08:45;MC;7702;21/06/2016;09:40;MC
2310087;MP;318;2;7685;20/06/2016;22:10;MC;7700;21/06/2016;07:15;MC
2310088;MP;318;0;1567;21/06/2016;17:35;MC;7708;21/06/2016;18:25;MC
2310089;MP;320;0;7703;21/06/2016;14:40;MC;7706;21/06/2016;15:40;MC
2310090;MP;319;0;1833;21/06/2016;20:10;MC;7684;21/06/2016;21:10;MC
2310091;MP;318;0;1611;21/06/2016;07:55;MC;7688;21/06/2016;08:45;MC
2310092;MP;318;0;1601;21/06/2016;17:40;MC;7686;21/06/2016;18:35;MC
2310093;GP;777;0;291;21/06/2016;16:35;LC;76;21/06/2016;19:10;LC
2310094;GP;350;2;111;21/06/2016;05:35;LC;66;21/06/2016;10:30;LC
2310095;GP;777;0;27;21/06/2016;11:00;LC;72;21/06/2016;13:40;LC
2310096;GP;777;0;689;21/06/2016;11:10;LC;90;21/06/2016;14:10;LC
2310097;GP;777;2;139;21/06/2016;17:00;LC;102;21/06/2016;23:20;LC
2310098;GP;777;2;805;21/06/2016;06:35;LC;80;21/06/2016;16:35;LC
2310099;GP;350;2;703;21/06/2016;06:30;LC;84;21/06/2016;10:55;LC
2310100;GP;777;2;639;21/06/2016;08:35;LC;10;21/06/2016;17:00;LC
2310101;GP;777;2;185;21/06/2016;05:55;LC;8;21/06/2016;19:10;LC
2310102;GP;350;0;65;21/06/2016;11:10;LC;6;21/06/2016;14:05;LC
2310103;GP;350;2;7;21/06/2016;08:35;LC;54;21/06/2016;13:45;LC
2310104;GP;330;0;23;21/06/2016;05:40;LC;22;21/06/2016;08:20;LC
2310105;GP;777;0;561;21/06/2016;14:15;LC;26;21/06/2016;17:00;LC
2310106;GP;350;0;55;21/06/2016;08:25;LC;178;21/06/2016;11:20;LC
2310107;GP;340;2;499;21/06/2016;06:20;LC;146;21/06/2016;11:20;LC
2310108;GP;330;0;217;21/06/2016;08:20;LC;218;21/06/2016;11:05;LC
2310109;GP;330;2;225;21/06/2016;06:15;LC;226;21/06/2016;10:55;LC
2310110;GP;350;2;183;21/06/2016;14:20;LC;188;21/06/2016;23:30;LC
2310111;GP;330;2;149;21/06/2016;06:20;LC;192;21/06/2016;10:40;LC
2310112;GP;777;0;393;21/06/2016;11:00;LC;112;21/06/2016;14:00;LC
2310113;GP;777;2;117;21/06/2016;16:35;LC;116;21/06/2016;23:25;LC
2310114;GP;330;2;321;21/06/2016;11:35;LC;144;21/06/2016;16:15;LC
2310115;GP;777;0;99;21/06/2016;11:20;LC;128;21/06/2016;14:00;LC
2310116;GP;777;0;351;21/06/2016;08:05;LC;934;21/06/2016;11:35;LC
2310117;GP;340;2;377;21/06/2016;11:30;LC;914;21/06/2016;16:10;LC
2310118;GP;777;0;953;21/06/2016;07:10;LC;775;21/06/2016;10:35;LC
2310119;GP;330;2;833;21/06/2016;06:00;LC;888;21/06/2016;10:35;LC
2310120;GP;330;2;897;21/06/2016;06:30;LC;830;21/06/2016;11:00;LC
2310121;GP;330;2;524;21/06/2016;08:55;LC;860;21/06/2016;16:10;LC
2310122;MP;319;2;1565;20/06/2016;22:05;MC;1044;21/06/2016;09:35;MC
2310123;MP;319;0;1151;21/06/2016;14:30;MC;1046;21/06/2016;15:55;MC
2310124;MP;320;0;1083;21/06/2016;17:25;MC;1042;21/06/2016;18:30;MC
2310125;MP;319;0;7629;21/06/2016;16:35;MC;1050;21/06/2016;17:40;MC
2310126;MP;318;0;1443;21/06/2016;16:00;MC;1048;21/06/2016;16:55;MC
2310128;3N;E90;0;1577;21/06/2016;20:15;MC;1018;21/06/2016;21:00;MC
2310129;MP;321;0;1535;21/06/2016;17:20;MC;1022;21/06/2016;18:15;MC
2310130;MP;320;0;1139;21/06/2016;12:10;MC;1012;21/06/2016;13:25;MC
2310131;MP;320;0;1295;21/06/2016;18:05;MC;1032;21/06/2016;19:00;MC
2310132;MP;319;0;1351;21/06/2016;08:50;MC;1024;21/06/2016;09:40;MC
2310133;MP;318;0;1605;21/06/2016;20:35;MC;1028;21/06/2016;21:25;MC
2310134;MP;321;0;1069;21/06/2016;16:55;MC;1080;21/06/2016;18:15;MC
2310135;MP;318;0;7645;21/06/2016;16:25;MC;1100;21/06/2016;17:15;MC
2310136;MP;321;0;1681;21/06/2016;12:05;MC;1068;21/06/2016;13:05;MC
2310137;MP;319;2;1755;20/06/2016;22:15;MC;1084;21/06/2016;07:15;MC
2310138;3N;E70;0;7757;21/06/2016;20:00;MC;1092;21/06/2016;20:45;MC
2310139;MP;319;0;1591;21/06/2016;18:10;MC;1088;21/06/2016;19:10;MC
2310140;MP;318;2;1561;20/06/2016;17:45;MC;1056;21/06/2016;07:30;MC
2310142;MP;320;0;1061;21/06/2016;11:50;MC;1060;21/06/2016;13:20;MC
2310143;MP;318;2;1767;20/06/2016;22:05;MC;1066;21/06/2016;07:20;MC
2310144;MP;321;0;1505;21/06/2016;15:00;MC;1062;21/06/2016;16:00;MC
2310145;MP;320;0;1669;21/06/2016;11:15;MC;1064;21/06/2016;12:35;MC
2310146;GP;777;0;457;21/06/2016;08:00;LC;976;21/06/2016;10:40;LC
2310147;GP;777;0;943;21/06/2016;14:00;LC;946;21/06/2016;16:35;LC
2310148;GP;777;0;681;21/06/2016;08:10;LC;940;21/06/2016;11:15;LC
2310149;MP;319;2;1527;20/06/2016;22:20;MC;1000;21/06/2016;07:15;MC
2310150;3N;E90;0;7535;21/06/2016;16:10;MC;1006;21/06/2016;18:30;MC
2310151;3N;E70;0;1725;21/06/2016;07:55;MC;1010;21/06/2016;08:35;MC
2310152;MP;321;0;1625;21/06/2016;19:20;MC;1004;21/06/2016;20:35;MC
2310153;GP;350;2;83;21/06/2016;11:35;LC;990;21/06/2016;23:25;LC
2310154;MP;320;0;1179;21/06/2016;15:05;MC;1194;21/06/2016;16:15;MC
2310155;3N;E70;0;1311;21/06/2016;08:15;MC;1192;21/06/2016;09:05;MC
2310156;3N;E90;0;1507;21/06/2016;16:05;MC;1202;21/06/2016;16:45;MC
2310157;MP;320;0;1581;21/06/2016;14:30;MC;1196;21/06/2016;15:20;MC
2310158;MP;319;0;1259;21/06/2016;17:50;MC;1180;21/06/2016;19:05;MC
2310159;MP;320;0;1327;21/06/2016;08:45;MC;1178;21/06/2016;09:40;MC
2310160;MP;319;2;1891;20/06/2016;21:25;MC;1164;21/06/2016;08:00;MC
2310161;3N;E70;0;7753;21/06/2016;12:20;MC;1186;21/06/2016;13:00;MC
2310162;MP;320;0;1497;21/06/2016;11:45;MC;1184;21/06/2016;13:40;MC
2310163;MP;320;0;1889;21/06/2016;17:20;MC;1168;21/06/2016;18:20;MC
2310164;MP;319;2;1047;20/06/2016;21:30;MC;1232;21/06/2016;07:15;MC
2310165;MP;321;2;7527;20/06/2016;22:15;MC;1240;21/06/2016;07:20;MC
2310166;MP;320;0;1227;21/06/2016;19:55;MC;1242;21/06/2016;20:45;MC
2310167;MP;318;0;1615;21/06/2016;16:35;MC;1238;21/06/2016;17:25;MC
2310168;3N;E90;0;1275;21/06/2016;09:05;MC;1218;21/06/2016;12:35;MC
2310169;3N;E70;0;1011;21/06/2016;12:00;MC;1210;21/06/2016;12:40;MC
2310171;MP;319;2;7633;20/06/2016;22:20;MC;1212;21/06/2016;07:20;MC
2310172;MP;318;2;1101;20/06/2016;22:20;MC;1228;21/06/2016;07:30;MC
2310173;MP;320;1;7627;21/06/2016;13:25;MC;1226;21/06/2016;15:40;MC
2310174;MP;321;2;1441;20/06/2016;21:45;MC;1204;21/06/2016;07:15;MC
2310175;MP;318;0;7649;21/06/2016;20:10;MC;1122;21/06/2016;21:00;MC
2310176;MP;318;2;1315;20/06/2016;22:15;MC;1126;21/06/2016;07:25;MC
2310177;MP;320;0;1511;21/06/2016;19:55;MC;1124;21/06/2016;20:50;MC
2310178;3N;E90;0;1487;21/06/2016;19:40;MC;1106;21/06/2016;20:30;MC
2310179;MP;318;2;1249;20/06/2016;22:20;MC;1114;21/06/2016;07:35;MC
2310182;3N;E90;0;1219;21/06/2016;16:00;MC;1118;21/06/2016;16:40;MC
2310183;MP;320;0;1065;21/06/2016;16:00;MC;1120;21/06/2016;17:30;MC
2310184;MP;318;1;1813;21/06/2016;12:30;MC;1142;21/06/2016;15:00;MC
2310185;MP;319;0;1045;21/06/2016;18:05;MC;1144;21/06/2016;19:30;MC
2310186;MP;320;0;1263;21/06/2016;15:50;MC;1140;21/06/2016;16:45;MC
2310187;MP;319;0;1695;21/06/2016;08:55;MC;1150;21/06/2016;09:50;MC
2310188;MP;319;0;1285;21/06/2016;16:10;MC;1152;21/06/2016;17:05;MC
2310189;MP;318;0;1029;21/06/2016;08:45;MC;1146;21/06/2016;09:40;MC
2310190;MP;321;2;1063;20/06/2016;22:05;MC;1148;21/06/2016;07:40;MC
2310191;MP;320;0;1305;21/06/2016;19:55;MC;1134;21/06/2016;20:50;MC
2310192;MP;320;2;1043;20/06/2016;21:40;MC;1138;21/06/2016;07:15;MC
2310193;MP;320;0;1427;21/06/2016;14:40;MC;1342;21/06/2016;16:00;MC
2310194;MP;321;0;1401;21/06/2016;09:10;MC;1348;21/06/2016;10:05;MC
2310195;MP;319;0;1549;21/06/2016;19:55;MC;1350;21/06/2016;21:00;MC
2310196;MP;320;0;7669;21/06/2016;11:05;MC;1346;21/06/2016;12:35;MC
2310197;MP;320;0;1141;21/06/2016;20:00;MC;1326;21/06/2016;21:00;MC
2310198;3N;E70;0;7533;21/06/2016;08:00;MC;1324;21/06/2016;08:50;MC
2310199;3N;E70;0;7677;21/06/2016;07:50;MC;1338;21/06/2016;08:30;MC
2310200;MP;320;2;1583;20/06/2016;22:20;MC;1340;21/06/2016;07:50;MC
2310201;MP;318;0;1743;21/06/2016;14:20;MC;1328;21/06/2016;15:25;MC
2310202;3N;E70;0;1211;21/06/2016;16:05;MC;1392;21/06/2016;16:45;MC
2310203;MP;319;0;1753;21/06/2016;17:30;MC;1390;21/06/2016;18:50;MC
2310204;MP;320;2;1195;20/06/2016;22:05;MC;1394;21/06/2016;07:15;MC
2310205;MP;318;0;7643;21/06/2016;14:35;MC;1404;21/06/2016;16:05;MC
2310206;MP;321;0;1823;21/06/2016;20:00;MC;1400;21/06/2016;20:50;MC
2310207;3N;E70;0;1273;21/06/2016;14:40;MC;1372;21/06/2016;15:25;MC
2310208;3N;E90;0;1477;21/06/2016;12:25;MC;1374;21/06/2016;13:45;MC
2310209;MP;319;0;1589;21/06/2016;20:00;MC;1354;21/06/2016;21:10;MC
2310210;MP;319;0;1597;21/06/2016;19:40;MC;1358;21/06/2016;20:45;MC
2310211;MP;318;0;1267;21/06/2016;08:55;MC;1366;21/06/2016;10:05;MC
2310212;MP;320;0;1185;21/06/2016;19:40;MC;1380;21/06/2016;20:30;MC
2310213;MP;321;2;1023;20/06/2016;22:20;MC;1382;21/06/2016;07:25;MC
2310214;3N;E90;0;1407;21/06/2016;18:55;MC;1376;21/06/2016;21:00;MC
2310215;3N;E70;0;1473;21/06/2016;09:00;MC;1272;21/06/2016;10:00;MC
2310216;3N;E90;0;1319;21/06/2016;18:35;MC;1274;21/06/2016;19:15;MC
2310217;3N;E70;0;1193;21/06/2016;11:55;MC;1264;21/06/2016;12:35;MC
